number,name,status
Miscellaneous Python 3.0 Plans,3100,Final
Things that will Not Change in Python 3000,3099,Final
Python 3000,3000,Final
Python Language Moratorium,3003,Final
Procedure for Backwards-Incompatible Changes,3002,Final
Python Documentation Translations,545,Final
Package Index Name Retention,541,
Removing Un(der)used file types/extensions on PyPI,527,
Migrating from hg.python.org to GitHub,512,
Python 3.5 Release Schedule,478,Final
Python 3.6 Release Schedule,494,Final
Removing External Hosting Support on PyPI,470,
Removal of the PyPI Mirror Authenticity API,464,
Removal of the PyPI Mirror Auto Discovery and Naming Scheme,449,
Transitioning to release-file hosting on PyPI,438,
Python 3.4 Release Schedule,429,Final
Python 2.8 Un-release Schedule,404,Final
Python 3.3 Release Schedule,398,Final
Python 3.2 Release Schedule,392,Final
Migrating from Subversion to Mercurial,385,Final
Python 3.1 Release Schedule,375,Final
Choosing a distributed VCS for the Python project,374,Final
Python 2.7 Release Schedule,373,Final
Python 2.5 Release Schedule,356,Final
Python 2.6 and 3.0 Release Schedule,361,Final
Externally Maintained Packages,360,Final
Migrating the Python CVS to Subversion,347,
Python 2.3 Release Schedule,283,Final
Python 2.4 Release Schedule,320,Final
Python 2.1 Release Schedule,226,Final
Python 2.2 Release Schedule,251,Final
Python 2.0 Release Schedule,200,Final
Python 1.6 Release Schedule,160,Final
Qualified name for classes and functions,3155,Final
Asynchronous IO Support Rebooted: the “asyncio” Module,3156,
Reworking the OS and IO exception hierarchy,3151,
ABI version tagged .so files,3149,Final
Pickle protocol version 4,3154,Final
futures - execute computations asynchronously,3148,Final
PYC Repository Directories,3147,Final
A Type Hierarchy for Numbers,3141,Final
IP Address Manipulation Library for the Python Standard Library,3144,
String representation in Python 3000,3138,Final
New Super,3135,Final
Immutable Bytes and Mutable Buffer,3137,Final
Extended Iterable Unpacking,3132,Final
Class Decorators,3129,Final
Supporting Non-ASCII Identifiers,3131,Final
Exception Chaining and Embedded Tracebacks,3134,Final
Making PyObject_HEAD conform to standard C,3123,Final
Integer Literal Support and Syntax,3127,
Using UTF-8 as the default source encoding,3120,Final
Introducing Abstract Base Classes,3119,Final
Revising the buffer protocol,3118,Final
New I/O,3116,Final
Metaclasses in Python 3000,3115,Final
Renaming iterator.next() to iterator.__next__(),3114,Final
Bytes literals in Python 3000,3112,Final
Removal of Tuple Parameter Unpacking,3113,Final
Catching Exceptions in Python 3000,3110,Final
Simple input built-in in Python 3000,3111,Final
Raising Exceptions in Python 3000,3109,Final
Function Annotations,3107,Final
Standard Library Reorganization,3108,Final
"Revamping dict.keys(), .values() and .items()",3106,Final
Make print a function,3105,Final
Keyword-Only Arguments,3102,Final
Access to Names in Outer Scopes,3104,Final
Advanced String Formatting,3101,Final
Filter for tarfile.extractall,706,
Format Specifier for Signed Zero,682,
Unstable C API tier,689,
Limited C API for Extending Opaque Types,697,
Editable installs for pyproject.toml based builds (wheel based),660,
Convert macros to functions in the Python C API,670,Final
Platform Tag for Linux Distributions Using Musl,656,
Include Fine Grained Error Locations in Tracebacks,657,
Maintaining the Stable ABI,652,
Require OpenSSL 1.1.1 or newer,644,
Metadata for Package Source Distributions,643,
Versioning PyPI’s Simple API,629,
Add ,628,Final
Recording installed projects,627,
Precise line numbers for debugging and other tools.,626,
Storing project metadata in pyproject.toml,621,
Remove wstr from Unicode,623,
Remove Py_UNICODE encoder APIs,624,Final
Add Optional Length-Checking To zip,618,
Relaxing Grammar Restrictions On Decorators,614,
String methods to remove prefixes and suffixes,616,
Recording the Direct URL Origin of installed distributions,610,
Removing dead batteries from the standard library,594,
Future ‘manylinux’ Platform Tags for Portable Linux Built Distributions,600,
Add optional EncodingWarning,597,Final
Adding “Yank” Support to the Simple API,592,
Python Initialization Configuration,587,
Add Union Operators To dict,584,
Type Hinting Generics In Standard Collections,585,
Pickle protocol 5 with out-of-band data,574,
Module State Access from C Extension Methods,573,
Python Positional-Only Parameters,570,
Assignment Expressions,572,Final
Metadata for Python Software Packages 2.1,566,
Context Variables,567,Final
Show DeprecationWarning in __main__,565,Final
Add new time functions with nanosecond resolution,564,Final
Distributing and Packaging Type Information,561,Final
Data Classes,557,Final
Module __getattr__ and __dir__,562,Final
Built-in breakpoint(),553,Final
Deterministic pycs,552,Final
A New C-API for Thread-Local Storage in CPython,539,
Add a new UTF-8 Mode,540,
Asynchronous Comprehensions,530,
Coercing the legacy C locale to a UTF-8 based locale,538,
Syntax for Variable Annotations,526,Final
Change Windows filesystem encoding to UTF-8,529,Final
Change Windows console encoding to UTF-8,528,Final
Make os.urandom() blocking on Linux,524,Final
Asynchronous Generators,525,
Preserving Class Attribute Definition Order,520,Final
Adding a frame evaluation API to CPython,523,Final
Adding a file system path protocol,519,Final
Specifying Minimum Build System Requirements for Python Projects,518,
A build-system independent format for source trees,517,
Underscores in Numeric Literals,515,Final
Dependency specification for Python Software Packages,508,
Adding A Secrets Module To The Standard Library,506,Final
Simple Repository API,503,
Literal String Interpolation,498,Final
Local Time Disambiguation,495,
HTTPS verification migration tools for Python 2.7,493,
Coroutines with async and await syntax,492,
Multi-phase extension module initialization,489,
Make the Python Launcher aware of virtual environments,486,Final
Elimination of PYO files,488,Final
A Function for testing approximate equality,485,Final
Simpler customisation of class creation,487,Final
Type Hints,484,
Change StopIteration handling inside generators,479,Final
Backport ensurepip (PEP 453) to Python 2.7,477,
Enabling certificate verification by default for stdlib http clients,476,Final
Retry system calls failing with EINTR,475,
Preserving the order of **kwargs in a function.,468,
Network Security Enhancements for Python 2.7.x,466,Final
A dedicated infix operator for matrix multiplication,465,Final
Secure and interchangeable hash algorithm,456,
Adding % formatting to bytes and bytearray,461,Final
Add a new tracemalloc module to trace Python memory allocations,454,
Explicit bootstrapping of pip in Python installations,453,
Additional Unpacking Generalizations,448,
A ModuleSpec Type for the Import System,451,
Adding A Statistics Module To The Standard Library,450,Final
Make newly created file descriptors non-inheritable,446,Final
Add new APIs to customize Python memory allocators,445,
Single-dispatch generic functions,443,
Safe object finalization,442,
Improving Python ZIP Application Support,441,
The Argument Clinic DSL,436,
Version Identification and Dependency Specification,440,
Adding an Enum type to the Python standard library,435,Final
Adding sys.implementation,421,
Implicit Namespace Packages,420,Final
The Wheel Binary Package Format 1.0,427,
A method for exposing a length hint,424,Final
Compatibility Tags for Built Distributions,425,
Including mock in the Standard Library,417,Final
"Add monotonic time, performance counter, and process time functions",418,Final
Implement context suppression with exception attributes,415,
Explicit Unicode Literal for Python 3.3,414,Final
Key-Sharing Dictionary,412,Final
Suppressing exception context,409,Final
Python Virtual Environments,405,
Python launcher for Windows,397,Final
Flexible String Representation,393,Final
Dictionary-Based Configuration For Logging,391,Final
argparse - New Command Line Parsing Module,389,Final
Defining a Stable ABI,384,Final
Non-decodable Bytes in System Character Interfaces,383,Final
Syntax for Delegating to a Subgenerator,380,Final
Format Specifier for Thousands Separator,378,Final
Database of Installed Python Distributions,376,Final
Addition of the multiprocessing package to the standard library,371,Final
Main module explicit relative imports,366,Final
Adding an ordered dictionary to collections,372,Final
The “bytes” Object,358,Final
Per user site-packages directory,370,Final
Function Signature Object,362,Final
Allowing Any Object to be Used for Slicing,357,Final
Required Superclass for Exceptions,352,Final
Coroutines via Enhanced Generators,342,Final
Using ssize_t as the index type,353,Final
The “with” Statement,343,Final
Locale-Independent Float/String Conversions,331,Final
Imports: Multi-Line and Absolute/Relative,328,Final
Unifying try-except and try-finally,341,Final
Decimal Data Type,327,Final
subprocess - New process module,324,Final
Executing modules as scripts,338,Final
Decorators for Functions and Methods,318,Final
Conditional Expressions,308,Final
Partial Function Application,309,Final
Simplified Global Interpreter Lock Acquisition for Extensions,311,Final
Reverse Iteration,322,Final
CSV File API,305,
Extensions to the pickle protocol,307,Final
New Import Hooks,302,Final
Codec Error Handling Callbacks,293,Final
Package Index and Metadata for Distutils,301,Final
Adding a bool type,285,Final
Simpler String Substitutions,292,Final
Generator Expressions,289,Final
A Logging System,282,Final
Universal Newline Support,278,Final
The enumerate() built-in function,279,Final
Dict Comprehensions,274,Final
Unicode file name support for Windows NT,277,Final
Future statements in simulated shells,264,Final
Defining Python Source Code Encodings,263,Final
Import Modules from Zip Archives,273,Final
Support for “wide” Unicode characters,261,Final
Simplify xrange(),260,Final
Making Types Look More Like Classes,252,Final
Subtyping Built-in Types,253,Final
Simple Generators,255,Final
Using site-packages on Windows,250,Final
Unifying Long Integers and Integers,237,Final
Back to the __future__,236,Final
Changing the Division Operator,238,Final
Iterators,234,Final
Using Distutils to Build Python,229,Final
Import on Case-Insensitive Platforms,235,Final
Function Attributes,232,Final
Warning Framework,230,Final
Statically Nested Scopes,227,Final
Import As,221,Final
Adding a Built-In Set Object Type,218,Final
Change the Meaning of ,223,Final
Display Hook for Interactive Use,217,Final
Extended Print Statement,214,Final
Reworking the Coercion Model,208,Final
Rich Comparisons,207,Final
Augmented Assignments,203,Final
Weak References,205,Final
List Comprehensions,202,Final
Lockstep Iteration,201,Final
Recording the provenance of installed packages,710,
Python Unicode Integration,100,Final
PyBI: a standard format for distributing Python Binaries,711,
Adding a “converter” parameter to dataclasses.field,712,
Callable Modules,713,
Extending the Repository API to Mitigate Dependency Confusion Attacks,708,
Marking deprecations using the type system,702,
TypedMapping: Type Hints for Mappings with a Fixed Set of Keys,705,
Upload 2.0 API for Python Package Repositories,694,
Type defaults for TypeVarLikes,696,
Making the Global Interpreter Lock Optional in CPython,703,
Allow parentheses in assert statements,679,
Consistent views of namespaces,667,Draft
Syntax for late-bound function argument defaults,671,
Sentinel Values,661,
Precise Semantics for Pattern Matching,653,Draft
Specializing Adaptive Interpreter,659,Draft
Syntactic Macros,638,
Improving License Clarity with Better Package Metadata,639,
Adding a frozenmap type to collections,603,
GitHub Issues Migration Plan,588,
Multiple Interpreters in the Stdlib,554,
Surviving a Compromise of PyPI: End-to-end signing of packages,480,
Minor API improvements for binary sequences,467,Draft
Extension Module Initialization and Finalization,3121,Accepted
Inlined comprehensions,709,
Additional Fields for the Simple API for Package Indexes,700,
Syntactic formalization of f-strings,701,
Remove private dict version field added in PEP 509,699,
Override Decorator for Static Typing,698,
Type Parameter Syntax,695,
Making the buffer protocol accessible in Python,688,
Using TypedDict for more precise **kwargs typing,692,
JSON-based Simple API for Python Package Indexes,691,
Isolating modules in the standard library,687,
Make UTF-8 mode default,686,
Data Class Transforms,681,
A Per-Interpreter GIL,684,
Comparison of extra names for optional distribution dependencies,685,
"Immortal Objects, Using a Fixed Refcount",683,
tomllib: Support for Parsing TOML in the Standard Library,680,
Enriching Exceptions with Notes,678,
Arbitrary Literal String Type,675,
Self Type,673,
Serve Distribution Metadata in the Simple Repository API,658,
Low Impact Monitoring for CPython,669,
Marking Python base environments as “externally managed”,668,
Marking individual TypedDict items as required or potentially-missing,655,
Exception Groups and except*,654,Accepted
User-Defined Type Guards,647,
Structural Pattern Matching: Specification,634,
Deferred Evaluation Of Annotations Using Descriptors,649,
Deprecate distutils module,632,
Variadic Generics,646,
Filename of a Source Distribution,625,
Support for the IANA Time Zone Database in the Standard Library,615,
New PEG parser for CPython,617,
Explicit Type Aliases,613,
Parameter Specification Variables,612,
Allow writing union types as ,604,
Adding a final qualifier to typing,591,
Flexible function and variable annotations,593,
Vectorcall: a fast calling protocol for CPython,590,
TypedDict: Type Hints for Dictionaries with a Fixed Set of Keys,589,
Reserved,801,Active
Python 3.12 Release Schedule,693,Active
Python 3.11 Release Schedule,664,Active
Unicode-related Security Considerations for Python,672,Active
Structural Pattern Matching: Tutorial,636,
Structural Pattern Matching: Motivation and Rationale,635,
Isolating Extension Modules,630,
Python 3.10 Release Schedule,619,Active
Reducing CPython’s Feature Delivery Latency,607,
Annual Release Cycle for Python,602,
Python 3.9 Release Schedule,596,
Refactoring C functions and methods,579,
Python 3.8 Release Schedule,569,Active
Python 3.7 Release Schedule,537,Active
Python registration in the Windows registry,514,
The Theory of Type Hints,483,
Literature Overview for Type Hints,482,
Notation For Positional-Only Parameters,457,
IDLE Enhancement Exception for All Branches,434,
Migrating to Python 3 as the default online documentation,430,
API for Cryptographic Hash Functions v2.0,452,Final
Pure Python/C Accelerator Module Compatibility Requirements,399,Final
The “python” Command on Unix-Like Systems,394,Active
Python Web Server Gateway Interface v1.0,333,
Backward Compatibility for the Python 2 Standard Library,291,Final
Code Migration and Modernization,290,Active
reStructuredText Docstring Format,287,
Docstring Conventions,257,
API for Block Encryption Algorithms v1.0,272,Final
Python Database API Specification v2.0,249,
Python Database API Specification v1.0,248,
API for Cryptographic Hash Functions,247,Final
Doing Python Releases 101,101,Active
The Zen of Python,20,Active
Python Packaging Authority (PyPA) Governance,609,
Backwards Compatibility Policy,387,
PEP Infrastructure Process,676,
Python Language Governance,13,Active
Using GitHub Issues for CPython,581,
CPython platform support,11,Active
Sample reStructuredText PEP Template,12,Active
Voting Guidelines,10,Active
Style Guide for C Code,7,Active
Guidelines for Language Evolution,5,Active
Bug Fix Releases,6,Active
Style Guide for Python Code,8,Active
Procedure for Adding New Modules,2,Active
Deprecation of Standard Modules,4,Active
name,number,status
The Steering Council Model,8016,
PEP Purpose and Guidelines,1,
2023 Term Steering Council election,8104,
2022 Term Steering Council election,8103,
2020 Term Steering Council election,8101,
2021 Term Steering Council election,8102,
Protocols: Structural subtyping (static duck typing),544,
January 2019 Steering Council election,8100,
Secure PyPI downloads with signed repository metadata,458,
Python Language Governance Proposal Overview,8000,
Reserved,801,
Python 3.12 Release Schedule,693,
Open Source Governance Survey,8002,
Python Web Server Gateway Interface v1.0.1,3333,
Unicode-related Security Considerations for Python,672,
Python 3.11 Release Schedule,664,
The Commons Governance Model,8014,
Organization of the Python community,8015,
The Community Governance Model,8012,
The Technical Leader Governance Model,8010,
The External Council Governance Model,8013,
Asynchronous IO support,3153,
Python Governance Model Lead by Trio of Pythonistas,8011,
Cofunctions,3152,
Merging Unladen Swallow into CPython,3146,
Asynchronous I/O For subprocess.Popen,3145,
"str(container) should call str(item), not repr(item)",3140,
Cleaning out sys and the “interpreter” module,3139,
Add a “while” clause to generator expressions,3142,
Labeled break and continue,3136,
Introducing Roles,3133,
Access to Current Module/Class/Function,3130,
BList: A Faster List-like Type,3128,
Remove Backslash Continuation,3125,
Remove Implicit String Concatenation,3126,
Postfix type declarations,3117,
Delineation of the main module,3122,
Procedure for reviewing and improving standard library modules,3001,
A Switch/Case Statement,3103,
A simplified signature for __exit__ and __aexit__,707,
Require virtual environments by default for package installers,704,
Lazy Imports,690,
Callable Type Syntax,677,
IEEE 754 Floating Point Special Values,754,
A file format to list Python dependencies for reproducibility of an application,665,
"Standardizing Enum str(), repr(), and format() behaviors",663,
Reject Foolish Indentation,666,
Editable installs via virtual wheels,662,
Specifying Installer Requirements for Python Projects,650,
Robust Stack Overflow Handling,651,
Extensible customizations of the interpreter at startup,648,
Allow writing optional types as ,645,
Unused variable syntax,640,
Using an underscore in the version portion of Python 3.10 compatibility tags,641,
Support for indexing with keyword arguments,637,
Explicit Pattern Syntax for Structural Pattern Matching,642,
Dependency specification in pyproject.toml using an exploded TOML table,633,
Dependency specification in pyproject.toml based on PEP 508,631,
Hide implementation details from the C API,620,
The one million limit,611,
Coordinated Python release,608,
Structural Pattern Matching,622,
Python Compatibility Version,606,
A rolling feature release stream for CPython,605,
Forbid return/break/continue breaking out of finally,601,
Introducing incremental feature releases,598,
The manylinux2014 Platform Tag,599,
The C call protocol,580,
Python local packages directory,582,
Improving bugs.python.org,595,
A Concurrency Memory Model for Python,583,
Rationalize Built-in function classes,576,
The manylinux2010 Platform Tag,571,
Unifying function/method classes,575,
Augmented Assignment Expressions,577,
Context-local variables (contextvars),555,
Built-in noop(),559,
Execution Context,550,
Security transparency in the Python runtime,551,
Instance Descriptors,549,
More Flexible Loop Control,548,
Backport ssl.MemoryBIO and ssl.SSLObject to Python 2.7,546,
Dot Notation Assignment In Function Header,542,
A Unified TLS API for Python,543,
Existence checking operators,531,
Allow BlockingIOError in security sensitive APIs,522,
Managing global context via ‘with’ blocks in generators and coroutines,521,
Build system abstraction for pip/conda etc,516,
API for code transformers,511,
A Platform Tag for Portable Linux Built Distributions,513,
Specialize functions with guards,510,
Add a private version to dict,509,
Migrate CPython to Git and GitLab,507,
Using the System RNG by default,504,
String Interpolation - Extended Discussion,502,
A protocol for delegating datetime methods to their tzinfo implementations,500,
A standard mechanism for backward compatibility,497,
Environment Markers,496,
Chain exceptions at C level,490,
"Migrate CPython to Git, Github, and Phabricator",481,
Creating forge.python.org,474,
Adding structured data to built-in exceptions,473,
Exception-catching expressions,463,
Support for indexing with keyword arguments,472,
Migration of dict iteration code to Python 3,469,
Core development workflow automation for CPython,462,
Add binary interpolation and formatting,460,
Standard Metadata Extensions for Python Software Packages,459,
Adding a key-transforming dictionary to collections,455,
Inclusion of implicit pip bootstrap in Python installation,439,
"A DSL for specifying signatures, annotations and argument converters",437,
Easier suppression of file descriptor inheritance,433,
Time zone support improvements,431,
Metadata for Python Software Packages 2.0,426,
Restructuring the CPython startup sequence,432,
Simpler customisation of class creation,422,
Add a frozendict builtin type,416,
Faster evolution of the Python Standard Library,413,
Provisional packages in the Python standard library,411,
Use decimal.Decimal type for timestamps,410,
Simplified Package Layout and Partitioning,402,
Improved Encapsulation of Import State,406,
Module Version Numbers,396,
Standard library __preview__ package,408,
BDFL Retirement,401,
Qualified Names for Modules,395,
Static metadata for Distutils,390,
Changing the version comparison module in Distutils,386,
Mirroring infrastructure for PyPI,381,
Namespace Packages,382,
Allow __enter__() methods to skip the statement body,377,
Adding an Assignment Expression,379,
Adding the pkg_resources module,365,
New Super,367,
Post import hooks,369,
Transitioning to the Py3K Standard Library,364,
Syntax For Dynamic Attribute Access,363,
The “make” Statement,359,
Path - Object oriented filesystem paths,355,
Enumerations in Python,354,
The freeze protocol,351,
Codetags,350,
Allow str() to return unicode strings,349,
Exception Reorganization for Python 3.0,348,
User Defined (”,346,
Exception Chaining and Embedded Tracebacks,344,
Metadata for Python Software Packages 1.2,345,
Anonymous Block Statements,340,
Make None Callable,336,
Design of the CPython Compiler,339,
Overloadable Boolean Operators,335,
Simple Coroutines via SuspendIteration,334,
Python Bytecode Verification,330,
Treating Builtins as Constants in the Standard Library,329,
Byte vectors and String/Unicode Unification,332,
A Case for Top and Bottom Values,326,
Date/Time Parsing and Formatting,321,
Resource-Release Support for Generators,325,
Python Synchronize/Asynchronize Block,319,
Eliminate Implicit Exception Instantiation,317,
Enhanced While Loop,315,
Adding Roman Numeral Literals to Python,313,
Reliable Acquisition/Release Pairs,310,
How to Change Python’s Grammar,306,
Metadata for Python Software Packages 1.1,314,
Controlling Generation of Bytecode Files,304,
Extend divmod() for Multiple Divisors,303,
Special __main__() function in modules,299,
Support for System Upgrades,297,
Adding a bytes Object Type,296,
Interpretation of multiline string constants,295,
The Locked Buffer Interface,298,
Generators Attributes and Exceptions,288,
Type Names in the types Module,294,
Integer for-loops,284,
Loop Counter Iteration with range and xrange,281,
Simple Iterator for ints,276,
Switching on Multiple Values,275,
Prefixing sys.path by command line option,271,
uniq method for list objects,270,
Extended HTTP functionality and WebDAV,268,
Optimizing Global Variable/Attribute Access,266,
Sorting Dictionaries by Value,265,
A Database of Installed Python Packages,262,
Omit printing newline after newline,259,
Making Classes Look More Like Types,254,
Docutils Design Specification,258,
Docstring Processing System Framework,256,
Object Adaptation,246,
Python Interface Syntax,245,
The ,244,
Module Repository Upload Mechanism,243,
Numeric Kinds,242,
Metadata for Python Software Packages,241,
Adding a Rational Type to Python,239,
Adding a Rational Literal to Python,240,
Reworking Python’s Numeric Model,228,
__findattr__(),231,
Attribute Docstrings,224,
Elementwise/Objectwise Operators,225,
Docstring Format,216,
"Coroutines, Generators, Continuations",220,
String Interpolation,215,
Loop Counter Iteration,212,
Adding A New Outer Product Operator,211,
Decoupling the Interpreter Loop,210,
Multi-dimensional Arrays,209,
Python Advanced Library,206,
Range Literals,204,
Sample Plaintext PEP Template,9,
Feature Requests,42,
Doing Python Micro Releases,102,
Collecting information about git,103,
Generator-sensitivity for Context Variables,568,
Disallow using macros as l-values,674,
Standard daemon process library,3143,
"Overloading, Generic Functions, Interfaces, and Adaptation",3124,
Guidelines for Handling Bug Reports,3,
Statement local namespaces (aka “given” clause),3150,
Defined semantics for locals(),558,
Final Grammar for Literal String Interpolation,536,
Running extension modules using the -m option,547,
Threaded garbage collection,556,
Rich comparison chaining,535,
Improved Errors for Missing Standard Library Modules,534,
Deterministic cleanup for iterators,533,
General purpose string interpolation,501,
None-aware operators,505,
A circuit breaking protocol and binary operators,532,
,499,
Add __getdescriptor__ method to metaclass,447,
The Wheel Binary Package Format 1.9,491,
Python Web3 Interface,444,
Naming conventions and recipes related to packaging,423,
Protecting cleanup statements from interruptions,419,
Logging Usage in the Standard Library,337,
Deprecate codecs.StreamReader and codecs.StreamWriter,400,
New release cycle and introducing long-term support versions,407,
General purpose decorator clause (aka “@in” clause),403,
Standard image protocol and class,368,
Copyable Iterators,323,
Programming by Contract for Python,316,
Optimizing access to globals,280,
Simple Implicit Lambda,312,
Python Online Help,233,
Pgen Module for Python,269,
Enhanced Argument Tuples,286,
Optimized Access to Module Namespaces,267,
Web Library Enhancements,222,
Stackless Python,219,
Things that will Not Change in Python 3000,3099,
Attribute Access Handlers,213,
Python Governance Voting Process,8001,
Python Language Moratorium,3003,
Miscellaneous Python 3.0 Plans,3100,
Procedure for Backwards-Incompatible Changes,3002,
Python 3000,3000,
Removing Un(der)used file types/extensions on PyPI,527,
Python Documentation Translations,545,
Package Index Name Retention,541,
Migrating from hg.python.org to GitHub,512,
Python 3.5 Release Schedule,478,
Python 3.6 Release Schedule,494,
Removing External Hosting Support on PyPI,470,
Removal of the PyPI Mirror Authenticity API,464,
Removal of the PyPI Mirror Auto Discovery and Naming Scheme,449,
Transitioning to release-file hosting on PyPI,438,
Python 3.4 Release Schedule,429,
Python 2.8 Un-release Schedule,404,
Python 3.2 Release Schedule,392,
Python 3.3 Release Schedule,398,
Migrating from Subversion to Mercurial,385,
Python 3.1 Release Schedule,375,
Choosing a distributed VCS for the Python project,374,
Externally Maintained Packages,360,
Python 2.6 and 3.0 Release Schedule,361,
Python 2.7 Release Schedule,373,
Python 2.5 Release Schedule,356,
Migrating the Python CVS to Subversion,347,
Python 2.4 Release Schedule,320,
Python 2.3 Release Schedule,283,
Python 2.2 Release Schedule,251,
Python 2.1 Release Schedule,226,
Python 2.0 Release Schedule,200,
Python 1.6 Release Schedule,160,
Qualified name for classes and functions,3155,
Pickle protocol version 4,3154,
Asynchronous IO Support Rebooted: the “asyncio” Module,3156,
Reworking the OS and IO exception hierarchy,3151,
ABI version tagged .so files,3149,
futures - execute computations asynchronously,3148,
IP Address Manipulation Library for the Python Standard Library,3144,
PYC Repository Directories,3147,
String representation in Python 3000,3138,
A Type Hierarchy for Numbers,3141,
New Super,3135,
Exception Chaining and Embedded Tracebacks,3134,
Immutable Bytes and Mutable Buffer,3137,
Extended Iterable Unpacking,3132,
Supporting Non-ASCII Identifiers,3131,
Class Decorators,3129,
Making PyObject_HEAD conform to standard C,3123,
Integer Literal Support and Syntax,3127,
Using UTF-8 as the default source encoding,3120,
Introducing Abstract Base Classes,3119,
Revising the buffer protocol,3118,
Removal of Tuple Parameter Unpacking,3113,
New I/O,3116,
Metaclasses in Python 3000,3115,
Renaming iterator.next() to iterator.__next__(),3114,
Bytes literals in Python 3000,3112,
Simple input built-in in Python 3000,3111,
Catching Exceptions in Python 3000,3110,
Function Annotations,3107,
Make print a function,3105,
Standard Library Reorganization,3108,
Raising Exceptions in Python 3000,3109,
"Revamping dict.keys(), .values() and .items()",3106,
Access to Names in Outer Scopes,3104,
Keyword-Only Arguments,3102,
Advanced String Formatting,3101,
Limited C API for Extending Opaque Types,697,
Filter for tarfile.extractall,706,
Unstable C API tier,689,
Format Specifier for Signed Zero,682,
Convert macros to functions in the Python C API,670,
Editable installs for pyproject.toml based builds (wheel based),660,
Platform Tag for Linux Distributions Using Musl,656,
Include Fine Grained Error Locations in Tracebacks,657,
Maintaining the Stable ABI,652,
Require OpenSSL 1.1.1 or newer,644,
Metadata for Package Source Distributions,643,
Versioning PyPI’s Simple API,629,
Add ,628,
Recording installed projects,627,
Precise line numbers for debugging and other tools.,626,
Remove Py_UNICODE encoder APIs,624,
Remove wstr from Unicode,623,
Add Optional Length-Checking To zip,618,
Storing project metadata in pyproject.toml,621,
String methods to remove prefixes and suffixes,616,
Recording the Direct URL Origin of installed distributions,610,
Relaxing Grammar Restrictions On Decorators,614,
Add optional EncodingWarning,597,
Adding “Yank” Support to the Simple API,592,
Removing dead batteries from the standard library,594,
Future ‘manylinux’ Platform Tags for Portable Linux Built Distributions,600,
Python Initialization Configuration,587,
Type Hinting Generics In Standard Collections,585,
Pickle protocol 5 with out-of-band data,574,
Add Union Operators To dict,584,
Module State Access from C Extension Methods,573,
Assignment Expressions,572,
Python Positional-Only Parameters,570,
Context Variables,567,
Show DeprecationWarning in __main__,565,
Add new time functions with nanosecond resolution,564,
Metadata for Python Software Packages 2.1,566,
Module __getattr__ and __dir__,562,
Data Classes,557,
Distributing and Packaging Type Information,561,
Built-in breakpoint(),553,
Add a new UTF-8 Mode,540,
Deterministic pycs,552,
A New C-API for Thread-Local Storage in CPython,539,
Coercing the legacy C locale to a UTF-8 based locale,538,
Asynchronous Comprehensions,530,
Change Windows filesystem encoding to UTF-8,529,
Change Windows console encoding to UTF-8,528,
Make os.urandom() blocking on Linux,524,
Syntax for Variable Annotations,526,
Preserving Class Attribute Definition Order,520,
Adding a frame evaluation API to CPython,523,
Specifying Minimum Build System Requirements for Python Projects,518,
Adding a file system path protocol,519,
Underscores in Numeric Literals,515,
Asynchronous Generators,525,
A build-system independent format for source trees,517,
Simple Repository API,503,
Adding A Secrets Module To The Standard Library,506,
Dependency specification for Python Software Packages,508,
Literal String Interpolation,498,
Local Time Disambiguation,495,
HTTPS verification migration tools for Python 2.7,493,
Coroutines with async and await syntax,492,
Elimination of PYO files,488,
Multi-phase extension module initialization,489,
Make the Python Launcher aware of virtual environments,486,
Simpler customisation of class creation,487,
A Function for testing approximate equality,485,
Change StopIteration handling inside generators,479,
Type Hints,484,
Retry system calls failing with EINTR,475,
Backport ensurepip (PEP 453) to Python 2.7,477,
Enabling certificate verification by default for stdlib http clients,476,
Preserving the order of **kwargs in a function.,468,
Network Security Enhancements for Python 2.7.x,466,
A dedicated infix operator for matrix multiplication,465,
Adding % formatting to bytes and bytearray,461,
Secure and interchangeable hash algorithm,456,
Add a new tracemalloc module to trace Python memory allocations,454,
Explicit bootstrapping of pip in Python installations,453,
A ModuleSpec Type for the Import System,451,
Adding A Statistics Module To The Standard Library,450,
Add new APIs to customize Python memory allocators,445,
Additional Unpacking Generalizations,448,
Make newly created file descriptors non-inheritable,446,
Safe object finalization,442,
Single-dispatch generic functions,443,
Improving Python ZIP Application Support,441,
The Argument Clinic DSL,436,
Adding an Enum type to the Python standard library,435,
Version Identification and Dependency Specification,440,
The Wheel Binary Package Format 1.0,427,
Compatibility Tags for Built Distributions,425,
A method for exposing a length hint,424,
Adding sys.implementation,421,
Implicit Namespace Packages,420,
Implement context suppression with exception attributes,415,
Including mock in the Standard Library,417,
"Add monotonic time, performance counter, and process time functions",418,
Key-Sharing Dictionary,412,
Explicit Unicode Literal for Python 3.3,414,
Suppressing exception context,409,
Python Virtual Environments,405,
Flexible String Representation,393,
Python launcher for Windows,397,
Dictionary-Based Configuration For Logging,391,
Defining a Stable ABI,384,
argparse - New Command Line Parsing Module,389,
Non-decodable Bytes in System Character Interfaces,383,
Syntax for Delegating to a Subgenerator,380,
Format Specifier for Thousands Separator,378,
Addition of the multiprocessing package to the standard library,371,
Database of Installed Python Distributions,376,
Per user site-packages directory,370,
Main module explicit relative imports,366,
Function Signature Object,362,
Adding an ordered dictionary to collections,372,
